AIRPORT_SEQ_ID,AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_WAC_SEQ_ID2,AIRPORT_WAC,AIRPORT_COUNTRY_NAME,AIRPORT_COUNTRY_CODE_ISO,AIRPORT_STATE_NAME,AIRPORT_STATE_CODE,AIRPORT_STATE_FIPS,CITY_MARKET_SEQ_ID,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL,CITY_MARKET_WAC_SEQ_ID2,CITY_MARKET_WAC,LAT_DEGREES,LAT_HEMISPHERE,LAT_MINUTES,LAT_SECONDS,LATITUDE,LON_DEGREES,LON_HEMISPHERE,LON_MINUTES,LON_SECONDS,LONGITUDE,UTC_LOCAL_TIME_VARIATION,AIRPORT_START_DATE,AIRPORT_THRU_DATE,AIRPORT_IS_CLOSED,AIRPORT_IS_LATEST,City
1194701,11947,GMU,Greenville Downtown,"Greenville, SC",3701,37,United States,US,South Carolina,SC,45.0,3187101,31871,"Greenville/Spartanburg, SC",3701,37,34.0,N,50.0,52.0,34.84777778,82.0,W,21.0,1.0,-82.35027778,-500.0,12/1/1977 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Greenville
1195201,11952,GNU,Goodnews,"Goodnews Bay, AK",101,1,United States,US,Alaska,AK,2.0,3195201,31952,"Goodnews Bay, AK",101,1,59.0,N,6.0,45.0,59.1125,161.0,W,34.0,50.0,-161.58055556,-900.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Goodnews Bay
1195301,11953,GNV,Gainesville Regional,"Gainesville, FL",3301,33,United States,US,Florida,FL,12.0,3195301,31953,"Gainesville, FL",3301,33,29.0,N,41.0,23.0,29.68972222,82.0,W,16.0,33.0,-82.27583333,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gainesville
1195901,11959,GOL,Gold Beach Municipal,"Gold Beach, OR",9201,92,United States,US,Oregon,OR,41.0,3195901,31959,"Gold Beach, OR",9201,92,42.0,N,24.0,49.0,42.41361111,124.0,W,25.0,23.0,-124.42305556,-800.0,9/1/1977 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gold Beach
1196101,11961,GON,Trumbull,"New London/Groton, CT",1101,11,United States,US,Connecticut,CT,9.0,3196101,31961,"New London/Groton, CT",1101,11,41.0,N,19.0,44.0,41.32888889,72.0,W,2.0,47.0,-72.04638889,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,New London/Groton
1197101,11971,GPM,Grand Prairie Municipal,"Grand Prairie, TX",7401,74,United States,US,Texas,TX,48.0,3197101,31971,"Grand Prairie, TX",7401,74,32.0,N,41.0,54.0,32.69833333,97.0,W,2.0,48.0,-97.04666667,,12/1/1979 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Grand Prairie
1197301,11973,GPT,Gulfport-Biloxi International,"Gulfport/Biloxi, MS",5301,53,United States,US,Mississippi,MS,28.0,3197301,31973,"Gulfport/Biloxi, MS",5301,53,30.0,N,24.0,22.0,30.40611111,89.0,W,4.0,13.0,-89.07027778,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gulfport/Biloxi
1197401,11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",6301,63,United States,US,Minnesota,MN,27.0,3197401,31974,"Grand Rapids, MN",6301,63,47.0,N,12.0,52.0,47.21444444,93.0,W,30.0,40.0,-93.51111111,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Grand Rapids
1197501,11975,GQQ,Horning,"Galion, OH",4401,44,United States,US,Ohio,OH,39.0,3197501,31975,"Galion, OH",4401,44,40.0,N,44.0,12.0,40.73666667,82.0,W,45.0,26.0,-82.75722222,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Galion
1197701,11977,GRB,Austin Straubel International,"Green Bay, WI",4501,45,United States,US,Wisconsin,WI,55.0,3197701,31977,"Green Bay, WI",4501,45,44.0,N,29.0,17.0,44.48805556,88.0,W,7.0,50.0,-88.13055556,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Green Bay
1197801,11978,GRD,Greenwood County,"Greenwood, SC",3701,37,United States,US,South Carolina,SC,45.0,3197801,31978,"Greenwood, SC",3701,37,34.0,N,15.0,5.0,34.25138889,82.0,W,9.0,30.0,-82.15833333,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Greenwood
1197901,11979,GRF,Gray AAF,"Tacoma, WA",9301,93,United States,US,Washington,WA,53.0,3197901,31979,"Tacoma, WA",9301,93,47.0,N,5.0,0.0,47.08333333,122.0,W,34.0,45.0,-122.57916667,-800.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Tacoma
1198001,11980,GRI,Grand Island Air Park,"Grand Island, NE",6501,65,United States,US,Nebraska,NE,31.0,3198001,31980,"Grand Island, NE",6501,65,40.0,N,58.0,2.0,40.96722222,98.0,W,18.0,24.0,-98.30666667,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Grand Island
1198201,11982,GRK,Robert Gray AAF,"Killeen, TX",7401,74,United States,US,Texas,TX,48.0,3198201,31982,"Killeen, TX",7401,74,31.0,N,3.0,53.0,31.06472222,97.0,W,49.0,39.0,-97.8275,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Killeen
1198601,11986,GRR,Kent County,"Grand Rapids, MI",4301,43,United States,US,Michigan,MI,26.0,3198601,31986,"Grand Rapids, MI",4301,43,42.0,N,52.0,52.0,42.88111111,85.0,W,31.0,27.0,-85.52416667,-500.0,1/1/1950 12:00:00 AM,12/31/2002 12:00:00 AM,0,0,Grand Rapids
1199201,11992,GSB,Seymour Johnson AFB,"Goldsboro, NC",3601,36,United States,US,North Carolina,NC,37.0,3199201,31992,"Goldsboro, NC",3601,36,35.0,N,20.0,23.0,35.33972222,77.0,W,57.0,36.0,-77.96,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Goldsboro
1199401,11994,GSH,Goshen Municipal,"Goshen, IN",4201,42,United States,US,Indiana,IN,18.0,3199401,31994,"Goshen, IN",4201,42,41.0,N,31.0,38.0,41.52722222,85.0,W,47.0,32.0,-85.79222222,-500.0,3/1/1990 12:00:00 AM,12/31/2005 12:00:00 AM,0,0,Goshen
1199501,11995,GSO,Piedmont Triad International,"Greensboro/High Point, NC",3601,36,United States,US,North Carolina,NC,37.0,3199501,31995,"Greensboro/High Point, NC",3601,36,36.0,N,5.0,31.0,36.09194444,79.0,W,56.0,34.0,-79.94277778,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Greensboro/High Point
1199601,11996,GSP,Greenville-Spartanburg,"Greer, SC",3701,37,United States,US,South Carolina,SC,45.0,3187101,31871,"Greenville/Spartanburg, SC",3701,37,34.0,N,53.0,56.0,34.89888889,82.0,W,12.0,50.0,-82.21388889,-500.0,1/1/1950 12:00:00 AM,9/30/1995 12:00:00 AM,0,0,Greer
1199701,11997,GST,Gustavus Airport,"Gustavus, AK",101,1,United States,US,Alaska,AK,2.0,3199701,31997,"Gustavus, AK",101,1,58.0,N,25.0,39.0,58.4275,135.0,W,42.0,18.0,-135.705,-900.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gustavus
1199901,11999,GSW,Greater Southwest International,"Dallas/Fort Worth, TX",7401,74,United States,US,Texas,TX,48.0,3019401,30194,"Dallas/Fort Worth, TX",7401,74,32.0,N,49.0,39.0,32.8275,97.0,W,2.0,43.0,-97.04527778,,1/1/1950 12:00:00 AM,12/31/1985 12:00:00 AM,1,1,Dallas/Fort Worth
1200301,12003,GTF,Great Falls International,"Great Falls, MT",8401,84,United States,US,Montana,MT,30.0,3189501,31895,"Great Falls, MT",8401,84,47.0,N,29.0,8.0,47.48555556,111.0,W,22.0,1.0,-111.36694444,-700.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Great Falls
1200701,12007,GTR,Golden Triangle Regional,"Columbus, MS",5301,53,United States,US,Mississippi,MS,28.0,3089401,30894,"Columbus, MS",5301,53,33.0,N,27.0,1.0,33.45027778,88.0,W,35.0,29.0,-88.59138889,-600.0,1/1/1950 12:00:00 AM,9/30/2011 12:00:00 AM,0,0,Columbus
1200801,12008,GTU,Georgetown Municipal,"Georgetown, TX",7401,74,United States,US,Texas,TX,48.0,3200801,32008,"Georgetown, TX",7401,74,30.0,N,40.0,44.0,30.67888889,97.0,W,40.0,46.0,-97.67944444,,1/1/2010 12:00:00 AM,9/30/2022 12:00:00 AM,0,0,Georgetown
1201201,12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",8201,82,United States,US,Colorado,CO,8.0,3201201,32012,"Gunnison, CO",8201,82,38.0,N,32.0,2.0,38.53388889,106.0,W,56.0,20.0,-106.93888889,-700.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gunnison
1201602,12016,GUM,Guam International,"Guam, TT",501,5,United States,US,U.S. Pacific Trust Territories and Possessions,TT,75.0,3201602,32016,"Guam, TT",501,5,13.0,N,29.0,2.0,13.48388889,144.0,E,47.0,50.0,144.79722222,1000.0,1/1/1990 12:00:00 AM,,0,1,Guam
1201801,12018,GUP,Gallup Municipal,"Gallup, NM",8601,86,United States,US,New Mexico,NM,35.0,3201801,32018,"Gallup, NM",8601,86,35.0,N,30.0,40.0,35.51111111,108.0,W,47.0,12.0,-108.78666667,-700.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gallup
1202101,12021,GUS,Grissom ARB,"Peru, IN",4201,42,United States,US,Indiana,IN,18.0,3202101,32021,"Peru, IN",4201,42,40.0,N,38.0,53.0,40.64805556,86.0,W,9.0,8.0,-86.15222222,-500.0,1/1/1950 12:00:00 AM,12/31/2005 12:00:00 AM,0,0,Peru
1202401,12024,GUY,Guymon Municipal,"Guymon, OK",7301,73,United States,US,Oklahoma,OK,40.0,3202401,32024,"Guymon, OK",7301,73,36.0,N,40.0,49.0,36.68027778,101.0,W,30.0,28.0,-101.50777778,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Guymon
1202701,12027,GVE,Gordonsville Municipal,"Gordonville, VA",3801,38,United States,US,Virginia,VA,51.0,3202701,32027,"Gordonville, VA",3801,38,38.0,N,9.0,22.0,38.15611111,78.0,W,9.0,55.0,-78.16527778,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gordonville
1202801,12028,GVL,Gainesville Municipal,"Gainesville, GA",3401,34,United States,US,Georgia,GA,13.0,3202801,32028,"Gainesville, GA",3401,34,34.0,N,16.0,23.0,34.27305556,83.0,W,49.0,45.0,-83.82916667,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gainesville
1202901,12029,GVQ,Genesee County,"Batavia, NY",2201,22,United States,US,New York,NY,36.0,3202901,32029,"Batavia, NY",2201,22,43.0,N,1.0,54.0,43.03166667,78.0,W,10.0,11.0,-78.16972222,-500.0,7/1/2008 12:00:00 AM,,0,1,Batavia
1203101,12031,GVT,Majors,"Greenville, TX",7401,74,United States,US,Texas,TX,48.0,3203101,32031,"Greenville, TX",7401,74,33.0,N,4.0,4.0,33.06777778,96.0,W,3.0,55.0,-96.06527778,-600.0,1/1/1950 12:00:00 AM,,0,1,Greenville
1203201,12032,GVW,Richards/Gebaur AFB,"Grandview, MO",6401,64,United States,US,Missouri,MO,29.0,3203201,32032,"Grandview, MO",6401,64,38.0,N,51.0,3.0,38.85083333,94.0,W,33.0,30.0,-94.55833333,-600.0,1/1/1950 12:00:00 AM,,0,1,Grandview
1203901,12039,GWO,Greenwood/Leflore,"Greenwood, MS",5301,53,United States,US,Mississippi,MS,28.0,3203901,32039,"Greenwood, MS",5301,53,33.0,N,29.0,42.0,33.495,90.0,W,5.0,20.0,-90.08888889,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Greenwood
1204001,12040,GWI,Gwinner Municipal,"Gwinner, ND",6601,66,United States,US,North Dakota,ND,38.0,3203701,32037,"Gwinner, ND",6601,66,46.0,N,13.0,10.0,46.21944444,97.0,W,38.0,39.0,-97.64416667,,1/1/1969 12:00:00 AM,12/31/1985 12:00:00 AM,0,0,Gwinner
1204002,12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",6601,66,United States,US,North Dakota,ND,38.0,3203701,32037,"Gwinner, ND",6601,66,46.0,N,13.0,7.0,46.21861111,97.0,W,38.0,36.0,-97.64333333,,1/1/1986 12:00:00 AM,3/31/2014 12:00:00 AM,0,0,Gwinner
1204101,12041,GWS,Glenwood Springs Municipal,"Glenwood Springs, CO",8201,82,United States,US,Colorado,CO,8.0,3204101,32041,"Glenwood Springs, CO",8201,82,39.0,N,30.0,30.0,39.50833333,107.0,W,18.0,41.0,-107.31138889,-700.0,12/1/1991 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Glenwood Springs
1205401,12054,GYR,Phoenix Goodyear,"Goodyear, AZ",8101,81,United States,US,Arizona,AZ,4.0,3046601,30466,"Phoenix, AZ",8101,81,33.0,N,25.0,25.0,33.42361111,112.0,W,22.0,27.0,-112.37416667,-700.0,12/1/1987 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Goodyear
1205501,12055,GYY,Gary/Chicago International,"Gary, IN",4201,42,United States,US,Indiana,IN,18.0,3097701,30977,"Chicago, IL",4101,41,41.0,N,37.0,5.0,41.61805556,87.0,W,24.0,56.0,-87.41555556,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Gary
1205801,12058,HAB,Marion County,"Hamilton, AL",5101,51,United States,US,Alabama,AL,1.0,3205801,32058,"Hamilton, AL",5101,51,34.0,N,7.0,45.0,34.12916667,87.0,W,59.0,40.0,-87.99444444,-600.0,3/1/1979 12:00:00 AM,,0,1,Hamilton
1206101,12061,HAE,Havasupai Airport,"Havasupai, AZ",8101,81,United States,US,Arizona,AZ,4.0,3206101,32061,"Havasupai, AZ",8101,81,36.0,N,13.0,0.0,36.21666667,112.0,W,40.0,0.0,-112.66666667,-700.0,6/1/1983 12:00:00 AM,,0,1,Havasupai
1206201,12062,HAF,Half Moon Bay Airport,"Half Moon Bay, CA",9101,91,United States,US,California,CA,6.0,3206201,32062,"Half Moon Bay, CA",9101,91,37.0,N,30.0,15.0,37.50416667,122.0,W,30.0,0.0,-122.5,-800.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Half Moon Bay
1206801,12068,HAO,Hamilton/Fairfield,"Hamilton, OH",4401,44,United States,US,Ohio,OH,39.0,3206801,32068,"Hamilton, OH",4401,44,39.0,N,21.0,52.0,39.36444444,84.0,W,31.0,29.0,-84.52472222,-500.0,6/1/1999 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hamilton
1207001,12070,HAR,Capital City,"Harrisburg, PA",2301,23,United States,US,Pennsylvania,PA,42.0,3207001,32070,"Harrisburg, PA",2301,23,40.0,N,12.0,58.0,40.21611111,76.0,W,51.0,8.0,-76.85222222,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Harrisburg
1207401,12074,HAY,Haycock Airport,"Haycock, AK",101,1,United States,US,Alaska,AK,2.0,3207401,32074,"Haycock, AK",101,1,65.0,N,12.0,10.0,65.20277778,161.0,W,9.0,10.0,-161.15277778,-900.0,3/1/1986 12:00:00 AM,12/31/2008 12:00:00 AM,1,1,Haycock
1207601,12076,HBC,Hanus Bay Airport,"Hanus Bay, AK",101,1,United States,US,Alaska,AK,2.0,3207601,32076,"Hanus Bay, AK",101,1,57.0,N,25.0,0.0,57.41666667,135.0,W,2.0,0.0,-135.03333333,-900.0,10/1/1974 12:00:00 AM,,0,1,Hanus Bay
1207801,12078,HBG,Hattiesburg Municipal,"Hattiesburg, MS",5301,53,United States,US,Mississippi,MS,28.0,3410901,34109,"Hattiesburg/Laurel, MS",5301,53,31.0,N,16.0,1.0,31.26694444,89.0,W,15.0,18.0,-89.255,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hattiesburg
1207901,12079,HBH,Hobart Bay Airport,"Hobart Bay, AK",101,1,United States,US,Alaska,AK,2.0,3207901,32079,"Hobart Bay, AK",101,1,57.0,N,24.0,0.0,57.4,133.0,W,28.0,0.0,-133.46666667,-900.0,9/1/1984 12:00:00 AM,,0,1,Hobart Bay
1208301,12083,HBV,Jim Hogg County,"Hebbronville, TX",7401,74,United States,US,Texas,TX,48.0,3208301,32083,"Hebbronville, TX",7401,74,27.0,N,20.0,58.0,27.34944444,98.0,W,44.0,13.0,-98.73694444,,1/1/2010 12:00:00 AM,,0,1,Hebbronville
1208401,12084,HBY,Hood Bay Airport,"Hood Bay, AK",101,1,United States,US,Alaska,AK,2.0,3208401,32084,"Hood Bay, AK",101,1,57.0,N,22.0,55.0,57.38194444,134.0,W,23.0,43.0,-134.39527778,,1/1/1950 12:00:00 AM,,0,1,Hood Bay
1208501,12085,HCA,Howard County,"Big Spring, TX",7401,74,United States,US,Texas,TX,48.0,3058201,30582,"Big Spring, TX",7401,74,32.0,N,18.0,13.0,32.30361111,101.0,W,26.0,2.0,-101.43388889,-600.0,6/1/1980 12:00:00 AM,,0,1,Big Spring
1208601,12086,HCB,Shoal Cove Airport,"Shoal Cove, AK",101,1,United States,US,Alaska,AK,2.0,3208601,32086,"Shoal Cove, AK",101,1,55.0,N,27.0,0.0,55.45,131.0,W,17.0,0.0,-131.28333333,-900.0,1/1/1995 12:00:00 AM,,0,1,Shoal Cove
1208701,12087,HCR,Holy Cross Airport,"Holy Cross, AK",101,1,United States,US,Alaska,AK,2.0,3208701,32087,"Holy Cross, AK",101,1,62.0,N,11.0,20.0,62.18888889,159.0,W,46.0,18.0,-159.77166667,-900.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Holy Cross
1208801,12088,HDA,Hidden Falls Airport,"Hidden Falls, AK",101,1,United States,US,Alaska,AK,2.0,3208801,32088,"Hidden Falls, AK",101,1,57.0,N,13.0,0.0,57.21666667,134.0,W,53.0,0.0,-134.88333333,-900.0,9/1/1987 12:00:00 AM,,0,1,Hidden Falls
1209201,12092,HDH,Dillingham AFB,"Mokuleia, HI",201,2,United States,US,Hawaii,HI,15.0,3209201,32092,"Mokuleia, HI",201,2,21.0,N,34.0,57.0,21.5825,158.0,W,12.0,1.0,-158.20027778,-1000.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Mokuleia
1209401,12094,HDN,Yampa Valley,"Hayden, CO",8201,82,United States,US,Colorado,CO,8.0,3469901,34699,"Steamboat Springs, CO",8201,82,40.0,N,28.0,54.0,40.48166667,107.0,W,13.0,12.0,-107.22,-700.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hayden
1209801,12098,HED,Herendeen Bay,"Herendeen, AK",101,1,United States,US,Alaska,AK,2.0,3209801,32098,"Herendeen, AK",101,1,55.0,N,48.0,8.0,55.80222222,160.0,W,53.0,50.0,-160.89722222,-900.0,3/1/1990 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Herendeen
1210301,12103,HES,Hermiston Municipal,"Hermiston, OR",9201,92,United States,US,Oregon,OR,41.0,3210301,32103,"Hermiston, OR",9201,92,45.0,N,49.0,33.0,45.82583333,119.0,W,15.0,30.0,-119.25833333,-800.0,9/1/1977 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hermiston
1210601,12106,HEZ,Hardy-Anders Field Natchez-Adams County,"Natchez, MS",5301,53,United States,US,Mississippi,MS,28.0,3210601,32106,"Natchez, MS",5301,53,31.0,N,36.0,53.0,31.61472222,91.0,W,17.0,47.0,-91.29638889,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Natchez
1210801,12108,HFD,Hartford Brainard,"Hartford, CT",1101,11,United States,US,Connecticut,CT,9.0,3052901,30529,"Hartford, CT",1101,11,41.0,N,44.0,0.0,41.73333333,72.0,W,39.0,0.0,-72.65,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hartford
1211001,12110,HFF,Mackall AAF,"Hoffman, NC",3601,36,United States,US,North Carolina,NC,37.0,3211001,32110,"Hoffman, NC",3601,36,35.0,N,2.0,11.0,35.03638889,79.0,W,29.0,52.0,-79.49777778,-500.0,12/1/1987 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hoffman
1211901,12119,HGR,Hagerstown Regional-Richard A. Henson Field,"Hagerstown, MD",3501,35,United States,US,Maryland,MD,24.0,3211901,32119,"Hagerstown, MD",3501,35,39.0,N,42.0,28.0,39.70777778,77.0,W,43.0,48.0,-77.73,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hagerstown
1212201,12122,HGZ,Hogatza Airport,"Hogatza, AK",101,1,United States,US,Alaska,AK,2.0,3212201,32122,"Hogatza, AK",101,1,66.0,N,11.0,30.0,66.19166667,155.0,W,40.0,8.0,-155.66888889,-900.0,4/1/1995 12:00:00 AM,,0,1,Hogatza
1212401,12124,HHH,Hilton Head Airport,"Hilton Head, SC",3701,37,United States,US,South Carolina,SC,45.0,3212401,32124,"Hilton Head, SC",3701,37,32.0,N,13.0,0.0,32.21666667,80.0,W,41.0,0.0,-80.68333333,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hilton Head
1212701,12127,HHR,Jack Northrop Field/Hawthorne Municipal,"Hawthorne, CA",9101,91,United States,US,California,CA,6.0,3257501,32575,"Los Angeles, CA (Metropolitan Area)",9101,91,33.0,N,55.0,22.0,33.92277778,118.0,W,20.0,7.0,-118.33527778,-800.0,12/1/1979 12:00:00 AM,9/30/2018 12:00:00 AM,0,0,Hawthorne
1212801,12128,HIA,Hiawatha Municipal,"Hiawatha, KS",6201,62,United States,US,Kansas,KS,20.0,3212801,32128,"Hiawatha, KS",6201,62,39.0,N,52.0,41.0,39.87805556,95.0,W,31.0,21.0,-95.5225,,1/1/1950 12:00:00 AM,12/31/1969 12:00:00 AM,0,0,Hiawatha
1212802,12128,KS3,Hiawatha Municipal,"Hiawatha, KS",6201,62,United States,US,Kansas,KS,20.0,3212801,32128,"Hiawatha, KS",6201,62,39.0,N,52.0,41.0,39.87805556,95.0,W,31.0,21.0,-95.5225,,1/1/1970 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hiawatha
1212901,12129,HIB,Chisholm/Hibbing,"Hibbing, MN",6301,63,United States,US,Minnesota,MN,27.0,3212901,32129,"Hibbing, MN",6301,63,47.0,N,23.0,19.0,47.38861111,92.0,W,50.0,19.0,-92.83861111,-600.0,3/1/1980 12:00:00 AM,12/31/2009 12:00:00 AM,0,0,Hibbing
1213001,12130,HIE,Whitefield Regional,"Whitefield, NH",1401,14,United States,US,New Hampshire,NH,33.0,3213001,32130,"Whitefield, NH",1401,14,44.0,N,21.0,57.0,44.36583333,71.0,W,32.0,55.0,-71.54861111,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Whitefield
1213101,12131,HIF,Hill AFB,"Ogden, UT",8701,87,United States,US,Utah,UT,49.0,3213101,32131,"Ogden, UT",8701,87,41.0,N,7.0,25.0,41.12361111,111.0,W,58.0,19.0,-111.97194444,-700.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Ogden
1213201,12132,HII,Lake Havasu City Municipal,"Lake Havasu City, AZ",8101,81,United States,US,Arizona,AZ,4.0,3213201,32132,"Lake Havasu City, AZ",8101,81,34.0,N,34.0,6.0,34.56833333,114.0,W,21.0,19.0,-114.35527778,-700.0,9/1/1991 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Lake Havasu City
1213401,12134,HIK,Hickam AFB,"Honolulu, HI",201,2,United States,US,Hawaii,HI,15.0,3213401,32134,"Honolulu, HI",201,2,21.0,N,19.0,7.0,21.31861111,157.0,W,55.0,21.0,-157.9225,-1000.0,1/1/1950 12:00:00 AM,12/31/2009 12:00:00 AM,0,0,Honolulu
1213601,12136,HIO,Portland Hillsboro,"Hillsboro, OR",9201,92,United States,US,Oregon,OR,41.0,3213601,32136,"Hillsboro, OR",9201,92,45.0,N,32.0,26.0,45.54055556,122.0,W,56.0,55.0,-122.94861111,-800.0,3/1/1979 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hillsboro
1214001,12140,HKA,Blytheville Municipal,"Blytheville, AR",7101,71,United States,US,Arkansas,AR,5.0,3083801,30838,"Blytheville, AR",7101,71,35.0,N,56.0,26.0,35.94055556,89.0,W,49.0,51.0,-89.83083333,-600.0,1/1/1950 12:00:00 AM,,0,1,Blytheville
1214101,12141,HKB,Healy River,"Healy, AK",101,1,United States,US,Alaska,AK,2.0,3214101,32141,"Healy, AK",101,1,63.0,N,52.0,3.0,63.8675,148.0,W,58.0,8.0,-148.96888889,-900.0,12/1/1989 12:00:00 AM,,0,1,Healy
1214601,12146,HKP,Kaanapali Airport,"Kaanapali, HI",201,2,United States,US,Hawaii,HI,15.0,3249201,32492,"Lahaina, HI",201,2,20.0,N,56.0,45.0,20.94583333,156.0,W,41.0,35.0,-156.69305556,-1000.0,1/1/1950 12:00:00 AM,6/30/1985 12:00:00 AM,1,1,Kaanapali
1214701,12147,HKS,Hawkins Field,"Jackson, MS",5301,53,United States,US,Mississippi,MS,28.0,3244801,32448,"Jackson/Vicksburg, MS",5301,53,32.0,N,20.0,1.0,32.33361111,90.0,W,13.0,20.0,-90.22222222,-600.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Jackson
1214901,12149,HKY,Hickory Regional,"Hickory, NC",3601,36,United States,US,North Carolina,NC,37.0,3214901,32149,"Hickory, NC",3601,36,35.0,N,44.0,26.0,35.74055556,81.0,W,23.0,24.0,-81.39,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hickory
1215301,12153,HLG,Wheeling Ohio County,"Wheeling, WV",3901,39,United States,US,West Virginia,WV,54.0,3215301,32153,"Wheeling, WV",3901,39,40.0,N,10.0,28.0,40.17444444,80.0,W,38.0,54.0,-80.64833333,-500.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Wheeling
1215401,12154,HLI,Hollister Municipal,"Hollister, CA",9101,91,United States,US,California,CA,6.0,3215401,32154,"Hollister, CA",9101,91,36.0,N,53.0,25.0,36.89027778,121.0,W,24.0,22.0,-121.40611111,-800.0,3/1/1991 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Hollister
1215501,12155,HLM,Park Township,"Holland, MI",4301,43,United States,US,Michigan,MI,26.0,3215501,32155,"Holland, MI",4301,43,42.0,N,47.0,45.0,42.79583333,86.0,W,9.0,43.0,-86.16194444,-500.0,8/1/2003 12:00:00 AM,,0,1,Holland
1215601,12156,HLN,Helena Regional,"Helena, MT",8401,84,United States,US,Montana,MT,30.0,3215601,32156,"Helena, MT",8401,84,46.0,N,36.0,24.0,46.60666667,111.0,W,58.0,55.0,-111.98194444,-700.0,1/1/1950 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Helena
1215701,12157,HLO,Holbrook Municipal,"Holbrook, AZ",8101,81,United States,US,Arizona,AZ,4.0,3215701,32157,"Holbrook, AZ",8101,81,34.0,N,56.0,19.0,34.93861111,110.0,W,8.0,25.0,-110.14027778,-700.0,12/1/1979 12:00:00 AM,3/31/2003 12:00:00 AM,1,1,Holbrook
